408,"select t1.name from cast as t4 join actor as t1 on t4.aid  =  t1.aid join movie as t5 on t5.mid  =  t4.msid join directed_by as t2 on t5.mid  =  t2.msid join director as t3 on t3.did  =  t2.did where t3.name  =  ""quentin tarantino"" order by t5.release_year desc limit 1;"
409,select count(distinct label) from albums
410,select project_details from projects where project_id not in ( select project_id from project_outcomes )
411,
412,select name from mountain order by name asc
413,select t3.amenity_name from dorm as t1 join has_amenity as t2 on t1.dormid  =  t2.dormid join dorm_amenity as t3 on t2.amenid  =  t3.amenid where t1.dorm_name  =  'smith hall'
414,"select distinct president_vote from voting_record where registration_date  =  ""08/30/2015"""
415,"select t1.customer_name ,  t2.active_from_date from customers as t1 join customer_contact_channels as t2 on t1.customer_id  =  t2.customer_id where t2.channel_code  =  'email'"
416,
417,select distinct label from albums
418,select origin from program order by origin
419,
420,
421,
422,select count(*) from artist where artistid not in(select artistid from album)
423,"select lname from authors where fname  =  ""amal"""
424,
425,select count(*) from actor
426,select title from course where course_id in (select t1.course_id from prereq as t1 join course as t2 on t1.prereq_id  =  t2.course_id where t2.title  =  'differential geometry')
427,"select t1.county_name ,  count(*) from county as t1 join election as t2 on t1.county_id  =  t2.district group by t1.county_id"
428,"select t2.title ,  avg(t1.stars) from rating as t1 join movie as t2 on t1.mid  =  t2.mid group by t1.mid order by avg(t1.stars) limit 1"
429,"select sum(grant_amount) ,  organisation_id from grants group by organisation_id"
430,"select fname ,  lname from faculty where sex  =  ""m"" and building  =  ""neb"""
431,select count(*) from store
432,select t1.state_name from state as t1 join highlow as t2 on t1.capital  =  t2.highest_point;
433,"select carrier ,  count(*) from phone group by carrier"
434,select state_name from state where area  =  ( select min ( area ) from state );
435,
436,"select highest_point from highlow where state_name  =  ""texas"";"
437,"select product_name ,  product_type_code from products"
438,"select count(*) ,  gender from person where age  <  40 group by gender"
439,"select avg(t3.age) from club as t1 join member_of_club as t2 on t1.clubid  =  t2.clubid join student as t3 on t2.stuid  =  t3.stuid where t1.clubname  =  ""tennis club"""
440,"select t3.shop_name ,  t2.carrier from stock as t1 join device as t2 on t1.device_id  =  t2.device_id join shop as t3 on t1.shop_id  =  t3.shop_id"
441,select count(distinct payment_method_code) from parties
442,"select avg(bikes_available) from status where station_id not in (select id from station where city  =  ""palo alto"")"
443,"select t4.instrument from performance as t1 join band as t2 on t1.bandmate  =  t2.id join songs as t3 on t3.songid  =  t1.songid join instruments as t4 on t4.songid  =  t3.songid and t4.bandmateid  =  t2.id where t2.lastname  =  ""heilo"" and t3.title  =  ""badlands"""
444,select vehicle_id from vehicles;
445,select t2.name from gymnast as t1 join people as t2 on t1.gymnast_id  =  t2.people_id
446,select clubname from club
447,"select gname from video_games where gtype  =  ""collectible card game"""
448,select dept_name from course group by dept_name order by sum(credits) desc limit 1
449,"select product_id from problems as t1 join staff as t2 on t1.reported_by_staff_id = t2.staff_id where t2.staff_first_name = ""dameon"" and t2.staff_last_name = ""frami"" union select product_id from problems as t1 join staff as t2 on t1.reported_by_staff_id = t2.staff_id where t2.staff_first_name = ""jolie"" and t2.staff_last_name = ""weber"""
450,"select sportname ,  count(*) from sportsinfo group by sportname"
451,"select t1.title ,  t2.type from film as t1 join film_market_estimation as t2 on t1.film_id  =  t2.film_id"
452,"select school_code from department where dept_name  =  ""accounting"""
453,"select count ( distinct t3.text ) from category as t2 join business as t1 on t2.business_id  =  t1.business_id join review as t3 on t3.business_id  =  t1.business_id where t1.name  =  ""cafe zinho"" and t1.state  =  ""texas"" and t2.category_name  =  ""restaurant"";"
454,select * from employees where employee_id not in (select employee_id from job_history)
455,
456,"select t3.title from albums as t1 join tracklists as t2 on t1.aid  =  t2.albumid join songs as t3 on t2.songid  =  t3.songid where t1.title  =  ""a kiss before you go: live in hamburg"""
457,
458,"select country ,  count(*) from airlines group by country order by count(*) desc"
459,
460,select name from employee where salary  >  (select avg(salary) from employee)
461,
462,"select min(crime_rate) ,  max(crime_rate) from county_public_safety"
463,"select departure_date ,  arrival_date from flight where origin  =  ""los angeles"" and destination  =  ""honolulu"""
464,
465,"select sum(crs_credit) ,  dept_code from course group by dept_code"
466,
467,select governor from party group by governor order by count(*) desc limit 1
468,
469,
470,
471,
472,"select t1.login_name from course_authors_and_tutors as t1 join courses as t2 on t1.author_id  =  t2.author_id where t2.course_name  =  ""advanced database"""
473,
474,select name from building order by height_feet desc limit 1
475,select staff_id from staff_department_assignments where date_assigned_to  <  (select max(date_assigned_to) from staff_department_assignments where job_title_code  =  'clerical staff')
476,"select forename ,  surname from drivers where nationality = ""german"""
477,
478,"select t1.title ,  t2.albumid ,  count(*) from album as t1 join track as t2 on t1.albumid  =  t2.albumid group by t2.albumid"
479,
480,"select t1.address_line_1 ,  t2.author_id from course_authors_and_tutors as t1 join courses as t2 on t1.author_id  =  t2.author_id group by t2.author_id having count(*)  >=  2"
481,select t2.balance from accounts as t1 join checking as t2 on t1.custid  =  t2.custid where t1.name like '%ee%'
482,"select enrollment from school where denomination != ""catholic"""
483,
484,select t1.outcome_description from research_outcomes as t1 join project_outcomes as t2 on t1.outcome_code  =  t2.outcome_code
485,"select t2.all_games ,  t1.location from university as t1 join basketball_match as t2 on t1.school_id  =  t2.school_id where team_name  =  'clemson'"
486,"select area ,  county from appellations"
487,
488,
489,"select t1.first_name ,  t1.last_name ,  t2.department_name ,  t3.city ,  t3.state_province from employees as t1 join departments as t2 on t1.department_id  =  t2.department_id join locations as t3 on t2.location_id  =  t3.location_id"
490,"select t2.apt_number from apartment_bookings as t1 join apartments as t2 on t1.apt_id  =  t2.apt_id where t1.booking_status_code  =  ""confirmed"" intersect select t2.apt_number from apartment_bookings as t1 join apartments as t2 on t1.apt_id  =  t2.apt_id where t1.booking_status_code  =  ""provisional"""
491,"select t1.transaction_type_description ,  t2.date_of_transaction from ref_transaction_types as t1 join transactions as t2 on t1.transaction_type_code  =  t2.transaction_type_code where t2.share_count  <  10"
492,"select document_type_code from documents where document_name  =  ""david cv"""
493,"select t1.position from match_season as t1 join team as t2 on t1.team  =  t2.team_id where t2.name  =  ""ryley goldner"""
494,"select count(*) ,  t1.product_name from product as t1 join problems as t2 on t1.product_id = t2.product_id group by t1.product_name order by count(*) desc limit 1"
495,
496,"select area from state where state_name  =  ""new mexico"";"
497,"select first_name ,   last_name ,   salary ,  department_id ,  max(salary) from employees group by department_id"
498,select cname from  tryout where ppos  =  'mid' except select cname from  tryout where ppos  =  'goalie'
499,"select roomname ,  bedtype from rooms where decor = ""traditional"";"
500,select count(distinct city) from person
501,"select t1.fname ,  t1.age from student as t1 join lives_in as t2 on t1.stuid  =  t2.stuid where t2.dormid not in (select t3.dormid from has_amenity as t3 join dorm_amenity as t4 on t3.amenid  =  t4.amenid where t4.amenity_name  =  'tv lounge')"
502,select state_name from state;
503,"select t1.fname ,  t1.age from student as t1 join lives_in as t2 on t1.stuid  =  t2.stuid where t2.dormid not in (select t3.dormid from has_amenity as t3 join dorm_amenity as t4 on t3.amenid  =  t4.amenid where t4.amenity_name  =  'tv lounge')"
504,
505,
506,
507,select distinct t2.type from nomination as t1 join artwork as t2 on t1.artwork_id  =  t2.artwork_id join festival_detail as t3 on t1.festival_id  =  t3.festival_id where t3.year  =  2007
508,select dorm_name from dorm except select t1.dorm_name from dorm as t1 join has_amenity as t2 on t1.dormid  =  t2.dormid join dorm_amenity as t3 on t2.amenid  =  t3.amenid where t3.amenity_name  =  'tv lounge'
509,select advisor from student group by advisor having count(*)  >  2
510,select sum(revenue) from manufacturers where revenue  >  (select min(revenue) from manufacturers where headquarter  =  'austin')
511,select organization_name from organizations order by date_formed desc limit 1
512,
513,"select t2.balance ,  t1.name from accounts as t1 join checking as t2 on t1.custid  =  t2.custid join savings as t3 on t1.custid  =  t3.custid order by t3.balance limit 1"
514,select t1.status from city as t1 join farm_competition as t2 on t1.city_id  =  t2.host_city_id group by t2.host_city_id order by count(*) desc limit 1
515,select count(*) from home_game as t1 join park as t2 on t1.park_id  =  t2.park_id where t1.year = 1907 and t2.park_name = 'columbia park';
516,select city from airports group by city having count(*)  >  2 order by count(*)
517,select official_name from city order by population desc
518,
519,select t1.campus from campuses as t1 join faculty as t2 on t1.id  =  t2.campus where t2.faculty  >=  600 and t2.faculty  <=  1000 and t1.year  =  2004
520,
521,"select max(market_value_in_billion) ,  min(market_value_in_billion) from company"
522,"select yearid ,  count(*) from hall_of_fame group by yearid;"
523,"select t1.name from category as t2 join business as t1 on t2.business_id  =  t1.business_id join category as t3 on t3.business_id  =  t1.business_id where t1.state  =  ""texas"" and t2.category_name  =  ""moroccan"" and t3.category_name  =  ""restaurant"";"
524,"select date_of_latest_logon from students where family_name  =  ""jaskolski"" or family_name  =  ""langosh"""
525,select count(*) from scientists
526,
527,select name from instructor where dept_name  =  'comp. sci.'  and salary  >  80000
528,select t1.party_email from parties as t1 join party_forms as t2 on t1.party_id  =  t2.party_id where t2.form_id  =  (select form_id from party_forms group by form_id order by count(*) desc limit 1)
529,select t2.region_name from affected_region as t1 join region as t2 on t1.region_id  =  t2.region_id join storm as t3 on t1.storm_id  =  t3.storm_id order by t3.number_deaths desc limit 1
530,select name from person where gender  =  'male' and age  =  (select min(age) from person where gender  =  'male' )
531,
532,"select t1.date_of_enrolment from student_course_enrolment as t1 join student_tests_taken as t2 on t1.registration_id  =  t2.registration_id where t2.test_result  =  ""pass"""
533,select bname from bank where state  =  'new york'
534,
535,"select avg(t1.age) ,  t3.dorm_name from student as t1 join lives_in as t2 on t1.stuid  =  t2.stuid join dorm as t3 on t3.dormid  =  t2.dormid group by t3.dorm_name"
536,select avg(t2.number_cities) from film_market_estimation as t1 join market as t2 on t1.market_id  =  t2.market_id where t1.low_estimate  >  10000
537,select last_name from customers intersect select last_name from staff
538,"select t3.product_name ,  count(*) from orders as t1 join order_items as t2 join products as t3 on t1.order_id = t2.order_id and t2.product_id = t3.product_id group by t3.product_id"
539,select count(distinct bedtype) from rooms;
540,
541,"select lname ,  sex from student where stuid in (select t1.stuid from plays_games as t1 join video_games as t2 on t1.gameid  =  t2.gameid where t2.gname  =  ""call of destiny"" intersect select t1.stuid from plays_games as t1 join video_games as t2 on t1.gameid  =  t2.gameid where t2.gname  =  ""works of widenius"")"
542,select t1.service_type_code from services as t1 join events as t2 on t1.service_id  =  t2.service_id where t2.event_details  =  'success' intersect select t1.service_type_code from services as t1 join events as t2 on t1.service_id  =  t2.service_id where t2.event_details  =  'fail'
543,select name from technician where age  =  36 or age  =  37
544,"select customer_status_code , count(*) from customers group by customer_status_code;"
545,select count(distinct dormid) from has_amenity
546,
547,"select room from faculty where rank  =  ""professor"" and building  =  ""neb"""
548,
549,select distinct t1.player_name from player as t1 join player_attributes as t2 on t1.player_api_id = t2.player_api_id where t2.overall_rating  >  ( select avg(overall_rating) from player_attributes )
550,select sales_details from sales union select purchase_details from purchases
551,select distinct city from branch where membership_amount  >=  100
552,"select billing_state ,  count(*) from invoices where billing_country  =  ""usa"" group by billing_state order by count(*) desc limit 1;"
553,select name from people where height  <  (select avg(height) from people)
554,select t2.party_name from member as t1 join party as t2 on t1.party_id  =  t2.party_id group by t1.party_id order by count(*) desc limit 1
555,"select distinct t1.forename ,  t1.surname from drivers as t1 join laptimes as t2 on t1.driverid = t2.driverid where t2.milliseconds < 93000"
556,select state_name from highlow where lowest_elevation  =  ( select min ( lowest_elevation ) from highlow );
557,"select highest_elevation from highlow where highest_point  =  ""guadalupe peak"";"
558,"select name ,  headquarter ,  revenue from manufacturers order by revenue desc"
559,select document_name from documents where document_code not in (select document_code from document_sections)
560,"select document_name ,  access_count from documents order by access_count desc limit 1"
561,"select distinct t1.cust_name ,  t1.credit_score from customer as t1 join loan as t2 on t1.cust_id  =  t2.cust_id"
562,"select t1.title from movie as t1 join cast as t2 on t1.mid  =  t2.msid where t2.role  =  ""daffy duck"";"
563,select count(*) from postseason as t1 join team as t2 on t1.team_id_loser  =  t2.team_id_br where t2.name  =  'boston red stockings' and t1.year = 2009;
564,select river_name from river group by ( river_name ) order by count ( distinct traverse ) desc limit 1;
565,select theme from farm_competition order by year asc
566,
567,select count(*) from project_outcomes where outcome_code  =  'patent'
568,select population from city where city_name  =  ( select capital from state where area  =  ( select max ( area ) from state ) );
569,"select name ,  headquarter ,  founder from manufacturers order by revenue desc limit 1"
570,
571,"select t1.fault_log_entry_id ,  t1.fault_description ,  t1.fault_log_entry_datetime from fault_log as t1 join fault_log_parts as t2 on t1.fault_log_entry_id  =  t2.fault_log_entry_id group by t1.fault_log_entry_id order by count(*) desc limit 1"
572,select count(*) from entrepreneur
573,
574,"select name from ship where nationality != ""united states"""
575,
576,"select t1.thing_id ,  t1.type_of_thing_code ,  t2.organization_details from things as t1 join organizations as t2 on t1.organization_id  =  t2.organization_id"
577,select count(*) from companies
578,
579,select river_name from river where traverse in ( select state_name from highlow where lowest_elevation  =  ( select min ( lowest_elevation ) from highlow ) );
580,"select t1.driverid ,  count(*) from drivers as t1 join results as t2 on t1.driverid = t2.driverid join races as t3 on t2.raceid = t3.raceid group by t1.driverid having count(*)  <=  30"
581,"select sum(revenue) ,  founder from manufacturers group by founder"
582,"select distinct artist_name from song where languages  =  ""english"" except select distinct artist_name from song where rating  >  8"
583,"select pname ,  hs from player where hs  <  1500"
584,select count(*) from reviewer
585,
586,"select river_name from river where traverse in ( select border from border_info where state_name  =  ""alabama"" );"
587,select carrier from device order by carrier asc
588,select team from technician group by team having count(*)  >=  2
589,"select state_name from city where city_name  =  ""austin"" and population  >  150000;"
590,
591,"select count(*) ,  rank from captain where age  <  50 group by rank"
592,
593,"select time from student join visits_restaurant on student.stuid = visits_restaurant.stuid join restaurant on visits_restaurant.resid = restaurant.resid where student.fname = ""linda"" and student.lname = ""smith"" and restaurant.resname = ""subway"";"
594,"select count(distinct t2.id) ,  count(distinct t3.id) ,  t3.dept_name from department as t1 join student as t2 on t1.dept_name  =  t2.dept_name join instructor as t3 on t1.dept_name  =  t3.dept_name group by t3.dept_name"
595,"select product_description from products where product_name  =  ""chocolate"""
596,select nationality from pilot group by nationality order by count(*) desc limit 1
597,
598,select count(*) from follows
599,select director from movie where year  =  2000 intersect select director from movie where year  =  1999
600,select t3.headquartered_city from store as t1 join store_district as t2 on t1.store_id  =  t2.store_id join district as t3 on t2.district_id  =  t3.district_id group by t3.headquartered_city order by count(*) desc limit 1
601,select count(*) from party_events
602,"select name from director where nationality  =  ""afghanistan"";"
603,
604,select count(*) from rooms;
605,"select t3.pilot_name ,  t2.model from pilot_record as t1 join aircraft as t2 on t1.aircraft_id  =  t2.aircraft_id join pilot as t3 on t1.pilot_id  =  t3.pilot_id"
606,select name from instructor where dept_name  =  'comp. sci.'  and salary  >  80000
607,select team from technician group by team order by count(*) desc limit 1
608,select course_id from section where semester  =  'fall' and year  =  2009 except select course_id from section where semester  =  'spring' and year  =  2010
609,
610,"select nominee from musical where award  =  ""tony award"" or award  =  ""cleavant derricks"""
611,select state from customers group by state order by count(*) limit 1
612,
613,"select start_station_name ,  start_station_id from trip where start_date like ""8/%"" group by start_station_name order by count(*) desc limit 1"
614,
615,select result from music_festival group by result order by count(*) desc limit 1
616,"select destination ,  count(*) from flight group by destination"
617,"select state_name from highlow where highest_elevation  >  ( select highest_elevation from highlow where state_name  =  ""colorado"" );"
618,"select count(*) ,  crs_code from class group by crs_code"
619,"select t4.instrument from performance as t1 join band as t2 on t1.bandmate  =  t2.id join songs as t3 on t3.songid  =  t1.songid join instruments as t4 on t4.songid  =  t3.songid and t4.bandmateid  =  t2.id where t2.lastname  =  ""heilo"" and t3.title  =  ""badlands"""
620,"select t2.emp_fname ,  t1.prof_office from professor as t1 join employee as t2 on t1.emp_num  =  t2.emp_num order by t2.emp_fname"
621,select address from shop order by open_year
622,
623,
624,select count (distinct director) from movie
625,select dorm_name from dorm where student_capacity  >  300
626,"select t2.team_id ,  t2.rank from home_game as t1 join team as t2 on t1.team_id  =  t2.team_id where t1.year  =  2014 group by t1.team_id order by avg(t1.attendance) desc limit 1;"
627,"select building ,  room_number from classroom where capacity between 50 and 100"
628,
629,"select lname ,  age from student where stuid in (select stuid from has_allergy where allergy  =  ""milk"" intersect select stuid from has_allergy where allergy  =  ""cat"")"
630,"select t3.activity_name from faculty as t1 join faculty_participates_in as t2 on t1.facid  =  t2.facid join activity as t3 on t3.actid  =  t2.actid where t1.fname  =  ""mark"" and t1.lname  =  ""giuliano"""
631,"select count(*) ,  t1.dormid from dorm as t1 join has_amenity as t2 on t1.dormid  =  t2.dormid where t1.student_capacity  >  100 group by t1.dormid"
632,
633,"select t1.first_name ,  t1.last_name from customers as t1 join invoices as t2 on t2.customer_id  =  t1.id order by total limit 10;"
634,select t1.product_category_description from ref_product_categories as t1 join products as t2 on t1.product_category_code  =  t2.product_category_code where t2.product_description like '%t%'
635,"select count(*) ,  city_code from student group by city_code having count(*)  >  1"
636,"select t1.customer_details ,  t1.customer_id from customers as t1 join customer_policies as t2 on t1.customer_id  =  t2.customer_id group by t1.customer_id having count(*)  >  1"
637,select count(distinct bike_id) from trip
638,"select dept_name ,  building from department order by budget desc"
639,select t2.bname from loan as t1 join bank as t2 on t1.branch_id  =  t2.branch_id join customer as t3 on t1.cust_id  =  t3.cust_id where t3.credit_score  <  100
640,select distinct zip_code from weather except select distinct zip_code from weather where max_dew_point_f  >=  70
641,select city from airports group by city having count(*)  =  2
642,"select t1.name from review as t2 join business as t1 on t2.business_id  =  t1.business_id join user as t3 on t3.user_id  =  t2.user_id where t3.name  =  ""niloofar"";"
643,"select max(price) ,  max(score) from wine where appelation  =  ""st. helena"""
644,
645,"select name ,  year_join from artist where country != 'united states'"
646,select count(*) from settlements
647,
648,
649,"select t2.name ,  t2.year from results as t1 join races as t2 on t1.raceid = t2.raceid join drivers as t3 on t1.driverid = t3.driverid where t3.forename = ""lewis"""
650,"select t1.account_id ,  t2.account_name from financial_transactions as t1 join accounts as t2 on t1.account_id  =  t2.account_id group by t1.account_id having count(*)  >=  4"
651,select length from river where length  =  ( select max ( length ) from river );
652,"select name from enzyme where name like ""%ala%"""
653,"select head_id ,  name from head where name like '%ha%'"
654,select count(*) from candidate
655,select t2.name from rating as t1 join reviewer as t2 on t1.rid  =  t2.rid where t1.stars  =  3 intersect select t2.name from rating as t1 join reviewer as t2 on t1.rid  =  t2.rid where t1.stars  =  4
656,"select t1.customer_id ,  t2.customer_first_name ,  t2.customer_last_name ,  count(*) from accounts as t1 join customers as t2 on t1.customer_id  =  t2.customer_id group by t1.customer_id"
657,"select official_name ,  status from city order by population desc limit 1"
658,select dorm_name from dorm where dormid not in (select dormid from has_amenity)
659,select count(*) from player where birth_country = 'usa' and bats  =  'r';
660,
661,
662,"select t3.characteristic_name ,  t3.characteristic_data_type from products as t1 join product_characteristics as t2 on t1.product_id  =  t2.product_id join characteristics as t3 on t2.characteristic_id  =  t3.characteristic_id where t1.product_name  =  ""cumin"""
663,"select fname ,  lname from student where city_code != 'hkg' order by age"
664,select count(*) from apartment_bookings
665,
666,"select avg(t3.age) from club as t1 join member_of_club as t2 on t1.clubid  =  t2.clubid join student as t3 on t2.stuid  =  t3.stuid where t1.clubname  =  ""hopkins student enterprises"""
667,select count(*) from customers where customer_id not in (select customer_id from accounts)
668,
669,select t2.bname from loan as t1 join bank as t2 on t1.branch_id  =  t2.branch_id join customer as t3 on t1.cust_id  =  t3.cust_id where t3.credit_score  <  100 group by t2.bname order by sum(t1.amount) desc limit 1
670,"select max(silver) ,  min(silver) from club_rank"
671,"select distinct t1.fname ,  t1.city_code from student as t1 join has_allergy as t2 on t1.stuid  =  t2.stuid where t2.allergy  =  ""milk"" or t2.allergy  =  ""cat"""
672,"select count(*) from lessons as t1 join customers as t2 on t1.customer_id  = t2.customer_id where t2.first_name = ""rylan"" and t2.last_name = ""goodwin"" and t1.lesson_status_code = ""completed"";"
673,"select t2.name ,  count(*) from actor as t1 join musical as t2 on t1.musical_id  =  t2.musical_id group by t1.musical_id"
674,
675,select count(*) from flight where velocity  >  200
676,
677,"select t2.name_first ,  t2.name_last from salary as t1 join player as t2 on t1.player_id = t2.player_id join team as t3 on t3.team_id_br = t1.team_id where t1.year = 2005 and t3.name = 'washington nationals' intersect select t2.name_first , t2.name_last from salary as t1 join player as t2 on t1.player_id = t2.player_id join team as t3 on t3.team_id_br = t1.team_id where t1.year = 2007 and t3.name = 'washington nationals'"
678,select project_details from projects where organisation_id in ( select organisation_id from projects group by organisation_id order by count(*) desc limit 1 )
679,"select county ,  count(*) ,  sum(enrollment) from school group by county"
680,"select t2.first_name ,  t2.last_name from addresses as t1 join staff as t2 on t1.address_id = t2.staff_address_id where t1.city = ""damianfort"";"
681,"select first_year ,  last_year from party where party_theme  =  ""spring"" or party_theme  =  ""teqnology"""
682,
683,"select t1.name_full ,  t1.college_id from college as t1 join player_college as t2 on t1.college_id  =  t2.college_id group by t1.college_id order by count(*) desc limit 1;"
684,
685,"select phone from employees where first_name = ""nancy"" and last_name = ""edwards"";"
686,select t1.name from student as t1 join takes as t2 on t1.id  =  t2.id where t2.course_id in (select t4.prereq_id from course as t3 join prereq as t4 on t3.course_id  =  t4.course_id where t3.title  =  'international finance')
687,select nationality from ship group by nationality having count(*)  >  2
688,"select count ( distinct t2.name ) from domain_author as t4 join author as t1 on t4.aid  =  t1.aid join domain as t3 on t3.did  =  t4.did join organization as t2 on t2.oid  =  t1.oid where t3.name  =  ""databases"";"
689,"select t2.house_number  ,  t1.name from restaurant as t1 join location as t2 on t1.id  =  t2.restaurant_id where t2.city_name  =  ""bethel island"" and t2.street_name  =  ""bethel island rd"" and t1.rating  >  2.5;"
690,
691,"select dorm_name ,  gender from dorm where student_capacity  >  300 or student_capacity  <  100"
692,
693,select headquarter from manufacturers where founder  =  'james'
694,
695,
696,"select login_name ,  family_name from course_authors_and_tutors"
697,
698,
699,
700,select t1.title from book as t1 join publication as t2 on t1.book_id  =  t2.book_id order by t2.price desc
701,
702,select title from movie where director = 'steven spielberg'
703,"select t1.name from category as t2 join business as t1 on t2.business_id  =  t1.business_id join category as t3 on t3.business_id  =  t1.business_id where t1.city  =  ""dallas"" and t1.state  =  ""texas"" and t2.category_name  =  ""valet service"" and t3.category_name  =  ""restaurant"";"
704,"select course_description from courses where course_name  =  ""database"""
705,select product from product where product != (select max_page_size from product group by max_page_size order by count(*) desc limit 1)
706,
707,
708,
709,"select state_name from state where area  =  ( select max ( area ) from state where state_name in ( select border from border_info where state_name  =  ""california"" ) ) and state_name in ( select border from border_info where state_name  =  ""california"" );"
710,select state_name from state where area  =  ( select max ( area ) from state where state_name in ( select state_name from border_info where border in ( select state_name from state where population  =  ( select max ( population ) from state ) ) ) ) and state_name in ( select state_name from border_info where border in ( select state_name from state where population  =  ( select max ( population ) from state ) ) );
711,
712,"select t1.allergy ,  t1.allergytype from allergy_type as t1 join has_allergy as t2 on t1.allergy  =  t2.allergy join student as t3 on t3.stuid  =  t2.stuid where t3.fname  =  ""lisa"" order by t1.allergy"
713,select t1.fname from student as t1 join lives_in as t2 on t1.stuid  =  t2.stuid where t2.dormid in (select t2.dormid from dorm as t3 join has_amenity as t4 on t3.dormid  =  t4.dormid join dorm_amenity as t5 on t4.amenid  =  t5.amenid group by t3.dormid order by count(*) desc limit 1)
714,"select product_type_code ,  avg(product_price) from products group by product_type_code"
715,
716,"select avg(total_amount_purchased) ,  avg(total_value_purchased) from product_suppliers where supplier_id  =  (select supplier_id from product_suppliers group by supplier_id order by count(*) desc limit 1)"
717,"select count(*) from customers where state = ""ca"";"
718,select catalog_entry_name from catalog_contents order by capacity asc limit 1
719,"select t2.emp_fname ,  t3.crs_description from class as t1 join employee as t2 on t1.prof_num  =  t2.emp_num join course as t3 on t1.crs_code  =  t3.crs_code"
720,
721,"select date_of_ceremony ,  result from music_festival"
722,"select sum(t1.lesson_time) from lessons as t1 join customers as t2 on t1.customer_id  = t2.customer_id where t2.first_name = ""rylan"" and t2.last_name = ""goodwin"";"
723,select t1.cmi_details from customer_master_index as t1 join cmi_cross_references as t2 on t1.master_customer_id  =  t2.master_customer_id where t2.source_system_code  =  'tax'
724,"select t1.supplier_name ,  t1.supplier_phone from suppliers as t1 join supplier_addresses as t2 on t1.supplier_id  =  t2.supplier_id join addresses as t3 on t2.address_id  =  t3.address_id order by t3.address_details"
725,select count(distinct bedtype) from rooms;
726,select t2.name from body_builder as t1 join people as t2 on t1.people_id  =  t2.people_id
727,
728,select count(*) from company
729,"select major from student where sex  =  ""f"" group by major order by count(*) desc limit 1"
730,
731,select studio from film group by studio having count(*)  >=  2
732,"select t1.year from film_market_estimation as t1 join market as t2 on t1.market_id  =  t2.market_id where t2.country  =  ""japan"" order by t1.year desc"
733,"select start_station_name ,  start_station_id from trip where start_date like ""8/%"" group by start_station_name order by count(*) desc limit 1"
734,
735,
736,"select t1.campus ,  sum(t2.degrees) from campuses as t1 join degrees as t2 on t1.id  =  t2.campus where t1.county  =  ""orange"" and t2.year  >=  2000 group by t1.campus"
737,
738,select case_burden from county_public_safety order by population desc
739,"select city_name from city where population  =  ( select max ( population ) from city where state_name in ( select border from border_info where state_name  =  ""california"" ) ) and state_name in ( select border from border_info where state_name  =  ""california"" );"
740,select count(*) from school
741,select carrier from phone where memory_in_g  <  32 intersect select carrier from phone where memory_in_g  >  64
742,
743,
744,select avg(number_of_hosts) from party
745,
746,"select clubdesc from club where clubname  =  ""pen and paper gaming"""
747,
748,select t1.title from albums as t1 join tracks as t2 on t1.id = t2.album_id group by t1.id having count(t1.id)  >  10;
749,"select city_name from city where population  >  150000 and state_name in ( select traverse from river where length  >  750 and river_name  =  ""mississippi"" );"
750,
751,select state_name from state where density  =  ( select min ( density ) from state );
752,select name from accounts order by name
753,select t2.name from rating as t1 join reviewer as t2 on t1.rid  =  t2.rid where t1.stars  >  3
754,
755,"select t2.department_name ,  count(*) from employees as t1 join departments as t2 on t1.department_id  =  t2.department_id group by t2.department_name"
756,
757,select t1.dorm_name from dorm as t1 join has_amenity as t2 on t1.dormid  =  t2.dormid join dorm_amenity as t3 on t2.amenid  =  t3.amenid where t3.amenity_name  =  'tv lounge' intersect select t1.dorm_name from dorm as t1 join has_amenity as t2 on t1.dormid  =  t2.dormid join dorm_amenity as t3 on t2.amenid  =  t3.amenid where t3.amenity_name  =  'study room'
758,select distinct t1.director from film as t1 join film_market_estimation as t2 on t1.film_id  =  t2.film_id where t2.year  =  1995
759,select t1.name from channel as t1 join broadcast as t2 on t1.channel_id  =  t2.channel_id where t2.time_of_day  =  'morning' intersect select t1.name from channel as t1 join broadcast as t2 on t1.channel_id  =  t2.channel_id where t2.time_of_day  =  'night'
760,"select highest_point from highlow where state_name  =  ""texas"";"
761,select sum(city_population) from district where city_area  >  (select avg(city_area) from district)
762,select t1.state from college as t1 join tryout as t2 on t1.cname  =  t2.cname where t2.ppos  =  'mid' except select t1.state from college as t1 join tryout as t2 on t1.cname  =  t2.cname where t2.ppos  =  'goalie'
763,select total_horses from farm order by total_horses asc
764,select * from assessment_notes order by date_of_notes asc
765,
766,
767,
768,
769,
770,select count(*) from flight
771,"select min(age) ,  max(age) ,  avg(age) from people"
772,select project_details from projects where project_id not in ( select project_id from project_staff where role_code  =  'researcher' )
773,select state_name from state where density  =  ( select min ( density ) from state );
774,
775,select t2.roomname from reservations as t1 join rooms as t2 on t1.room  =  t2.roomid group by t1.room having count(*)  >  60
776,
777,"select count(*) ,  t2.product_id from problems as t1 join product as t2 on t1.product_id = t2.product_id where t1.date_problem_reported > ""1986-11-13"" group by t2.product_id"
778,"select count(*) from video_games where gtype  =  ""massively multiplayer online game"""
779,select sum(t1.salary) from salary as t1 join team as t2 on t1.team_id  =  t2.team_id_br where t2.name  = 'boston red stockings' and t1.year  =  2010
780,select distinct product_name from product order by product_name
